grid_name,experiment_name,collection_temperature,scan_range,detector_distance,indexation,diff_limit,r_int,collection_program,processing_program,frames_collected,frame_conversion_program,diff_img_tiff_filename,grain_img_tiff_filename,frames_tiff_filenames,3D EM quality
grid_001323,exp_533,295.0,110.0,768.0,58.82,,,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001323_exp_533\exp_533_middle_microed_diff_snapshot.tiff,,./grid_001323_exp_533\exp_533_1_*.tiff,complex
grid_001324,exp_534,,,0.0,0.0,,,Unknown,Unknown,0,,,,,bad
grid_001325,exp_535,295.0,80.0,768.0,97.18,0.8,0.111,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001325_exp_535\exp_535_middle_microed_diff_snapshot.tiff,,./grid_001325_exp_535\exp_535_1_*.tiff,good
grid_001326,exp_536,295.0,80.0,768.0,6.89,,,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001326_exp_536\exp_536_middle_microed_diff_snapshot.tiff,,./grid_001326_exp_536\exp_536_1_*.tiff,bad
grid_001327,exp_537,295.0,62.0,768.0,3.79,,,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001327_exp_537\exp_537_middle_microed_diff_snapshot.tiff,,./grid_001327_exp_537\exp_537_1_*.tiff,bad
grid_001328,exp_538,295.0,112.0,650.0,97.32,1.08,0.2082,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001328_exp_538\exp_538_middle_microed_diff_snapshot.tiff,,./grid_001328_exp_538\exp_538_1_*.tiff,complex
grid_001329,exp_539,295.0,105.0,650.0,70.34,0.93,0.1405,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001329_exp_539\exp_539_middle_microed_diff_snapshot.tiff,,./grid_001329_exp_539\exp_539_1_*.tiff,complex
grid_001330,exp_540,295.0,108.0,650.0,93.42,0.85,0.1184,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001330_exp_540\exp_540_middle_microed_diff_snapshot.tiff,,./grid_001330_exp_540\exp_540_1_*.tiff,good
grid_001331,exp_541,295.0,122.0,650.0,98.14,0.93,0.1934,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001331_exp_541\exp_541_middle_microed_diff_snapshot.tiff,,./grid_001331_exp_541\exp_541_1_*.tiff,good
grid_001332,exp_542,295.0,120.0,650.0,32.6,1.47,0.4266,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001332_exp_542\exp_542_middle_microed_diff_snapshot.tiff,,./grid_001332_exp_542\exp_542_1_*.tiff,bad
grid_001333,exp_543,295.0,120.0,650.0,92.34,1.52,0.4679,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001333_exp_543\exp_543_middle_microed_diff_snapshot.tiff,,./grid_001333_exp_543\exp_543_1_*.tiff,complex
grid_001334,exp_544,295.0,110.0,650.0,58.34,0.84,0.1219,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001334_exp_544\exp_544_middle_microed_diff_snapshot.tiff,,./grid_001334_exp_544\exp_544_1_*.tiff,complex
grid_001338,exp_545,295.0,118.0,650.0,33.85,,,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001338_exp_545\exp_545_middle_microed_diff_snapshot.tiff,,./grid_001338_exp_545\exp_545_1_*.tiff,bad
grid_001339,exp_546,295.0,125.0,650.0,96.08,1.71,0.1498,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001339_exp_546\exp_546_middle_microed_diff_snapshot.tiff,,./grid_001339_exp_546\exp_546_1_*.tiff,complex
grid_001340,exp_547,295.0,105.0,650.0,50.66,1.03,0.1424,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001340_exp_547\exp_547_middle_microed_diff_snapshot.tiff,,./grid_001340_exp_547\exp_547_1_*.tiff,complex
grid_001341,exp_548,295.0,95.0,650.0,0.0,1.65,0.3925,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001341_exp_548\exp_548_middle_microed_diff_snapshot.tiff,,./grid_001341_exp_548\exp_548_1_*.tiff,bad
grid_001342,exp_549,295.0,95.0,650.0,48.79,,,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001342_exp_549\exp_549_middle_microed_diff_snapshot.tiff,,./grid_001342_exp_549\exp_549_1_*.tiff,bad
grid_001343,exp_550,295.0,95.0,650.0,20.65,1.76,0.6586,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001343_exp_550\exp_550_middle_microed_diff_snapshot.tiff,,./grid_001343_exp_550\exp_550_1_*.tiff,bad
grid_001345,exp_551,295.0,120.0,650.0,98.63,0.94,0.1366,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001345_exp_551\exp_551_middle_microed_diff_snapshot.tiff,,./grid_001345_exp_551\exp_551_1_*.tiff,good
grid_001346,exp_552,295.0,122.0,650.0,95.07,1.33,0.2584,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001346_exp_552\exp_552_middle_microed_diff_snapshot.tiff,,./grid_001346_exp_552\exp_552_1_*.tiff,complex
grid_001347,exp_553,295.0,113.0,650.0,97.04,0.94,0.1248,CrysAlisPro(CCD) 43.107a 64-bit (release 07-02-2024),CrysAlisPro(RED) 43.107a 64-bit (release 07-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001347_exp_553\exp_553_middle_microed_diff_snapshot.tiff,,./grid_001347_exp_553\exp_553_1_*.tiff,good
grid_001348,exp_554,295.0,110.0,650.0,98.94,0.99,0.2289,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001348_exp_554\exp_554_middle_microed_diff_snapshot.tiff,,./grid_001348_exp_554\exp_554_1_*.tiff,good
grid_001349,exp_555,295.0,110.0,650.0,71.65,1.15,0.2986,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001349_exp_555\exp_555_middle_microed_diff_snapshot.tiff,,./grid_001349_exp_555\exp_555_1_*.tiff,complex
grid_001350,exp_556,295.0,120.0,650.0,99.4,0.95,0.1857,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001350_exp_556\exp_556_middle_microed_diff_snapshot.tiff,,./grid_001350_exp_556\exp_556_1_*.tiff,good
grid_001351,exp_557,295.0,130.0,650.0,99.46,1.71,0.2993,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001351_exp_557\exp_557_middle_microed_diff_snapshot.tiff,,./grid_001351_exp_557\exp_557_1_*.tiff,complex
grid_001352,exp_558,295.0,105.0,650.0,85.45,1.29,0.2457,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001352_exp_558\exp_558_middle_microed_diff_snapshot.tiff,,./grid_001352_exp_558\exp_558_1_*.tiff,complex
grid_001353,exp_559,295.0,125.0,650.0,97.73,1.02,0.1761,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001353_exp_559\exp_559_middle_microed_diff_snapshot.tiff,,./grid_001353_exp_559\exp_559_1_*.tiff,complex
grid_001354,exp_560,295.0,135.0,650.0,97.67,1.51,0.2305,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001354_exp_560\exp_560_middle_microed_diff_snapshot.tiff,,./grid_001354_exp_560\exp_560_1_*.tiff,complex
grid_001355,exp_561,295.0,140.0,650.0,98.85,1.39,0.1603,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001355_exp_561\exp_561_middle_microed_diff_snapshot.tiff,,./grid_001355_exp_561\exp_561_1_*.tiff,complex
grid_001356,exp_562,295.0,125.0,650.0,99.77,1.12,0.1306,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001356_exp_562\exp_562_middle_microed_diff_snapshot.tiff,,./grid_001356_exp_562\exp_562_1_*.tiff,complex
grid_001357,exp_563,295.0,120.0,650.0,83.24,1.72,0.2089,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001357_exp_563\exp_563_middle_microed_diff_snapshot.tiff,,./grid_001357_exp_563\exp_563_1_*.tiff,complex
grid_001358,exp_564,295.0,115.0,650.0,92.37,0.95,0.1418,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001358_exp_564\exp_564_middle_microed_diff_snapshot.tiff,,./grid_001358_exp_564\exp_564_1_*.tiff,good
grid_001359,exp_565,295.0,140.0,650.0,97.0,1.34,0.1701,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001359_exp_565\exp_565_middle_microed_diff_snapshot.tiff,,./grid_001359_exp_565\exp_565_1_*.tiff,complex
grid_001360,exp_566,295.0,130.0,650.0,53.33,,,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001360_exp_566\exp_566_middle_microed_diff_snapshot.tiff,,./grid_001360_exp_566\exp_566_1_*.tiff,complex
grid_001361,exp_567,295.0,130.0,650.0,89.19,1.61,0.1902,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001361_exp_567\exp_567_middle_microed_diff_snapshot.tiff,,./grid_001361_exp_567\exp_567_1_*.tiff,complex
grid_001362,exp_568,295.0,130.0,650.0,91.7,1.11,0.1171,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001362_exp_568\exp_568_middle_microed_diff_snapshot.tiff,,./grid_001362_exp_568\exp_568_1_*.tiff,complex
grid_001364,exp_569,295.0,135.0,650.0,18.11,,,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001364_exp_569\exp_569_middle_microed_diff_snapshot.tiff,,./grid_001364_exp_569\exp_569_1_*.tiff,bad
grid_001365,exp_570,295.0,113.0,650.0,98.44,0.94,0.1196,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001365_exp_570\exp_570_middle_microed_diff_snapshot.tiff,,./grid_001365_exp_570\exp_570_1_*.tiff,good
grid_001366,exp_571,295.0,99.0,650.0,99.85,1.07,0.201,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001366_exp_571\exp_571_middle_microed_diff_snapshot.tiff,,./grid_001366_exp_571\exp_571_1_*.tiff,complex
grid_001367,exp_572,295.0,100.0,650.0,53.36,,,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001367_exp_572\exp_572_middle_microed_diff_snapshot.tiff,,./grid_001367_exp_572\exp_572_1_*.tiff,complex
grid_001368,exp_573,295.0,125.0,650.0,98.85,0.9,0.0685,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001368_exp_573\exp_573_middle_microed_diff_snapshot.tiff,,./grid_001368_exp_573\exp_573_1_*.tiff,good
grid_001369,exp_574,295.0,110.0,650.0,97.62,1.02,0.0902,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001369_exp_574\exp_574_middle_microed_diff_snapshot.tiff,,./grid_001369_exp_574\exp_574_1_*.tiff,complex
grid_001370,exp_575,295.0,135.0,650.0,83.45,1.09,0.1242,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001370_exp_575\exp_575_middle_microed_diff_snapshot.tiff,,./grid_001370_exp_575\exp_575_1_*.tiff,complex
grid_001371,exp_576,295.0,135.0,650.0,88.01,1.0,0.1768,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001371_exp_576\exp_576_middle_microed_diff_snapshot.tiff,,./grid_001371_exp_576\exp_576_1_*.tiff,complex
grid_001372,exp_577,295.0,135.0,650.0,68.11,,,CrysAlisPro(CCD) 43.108a 64-bit (release 14-02-2024),CrysAlisPro(RED) 43.108a 64-bit (release 14-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001372_exp_577\exp_577_middle_microed_diff_snapshot.tiff,,./grid_001372_exp_577\exp_577_1_*.tiff,complex
grid_001374,exp_589,295.0,105.0,650.0,100.0,0.83,0.1956,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001374_exp_589\exp_589_middle_microed_diff_snapshot.tiff,,./grid_001374_exp_589\exp_589_1_*.tiff,good
grid_001375,exp_590,295.0,113.0,650.0,91.24,0.89,0.1023,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001375_exp_590\exp_590_middle_microed_diff_snapshot.tiff,,./grid_001375_exp_590\exp_590_1_*.tiff,good
grid_001376,exp_591,295.0,118.0,650.0,30.8,0.85,0.063,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001376_exp_591\exp_591_middle_microed_diff_snapshot.tiff,,./grid_001376_exp_591\exp_591_1_*.tiff,bad
grid_001377,exp_592,295.0,120.0,650.0,0.0,0.88,0.1431,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001377_exp_592\exp_592_middle_microed_diff_snapshot.tiff,,./grid_001377_exp_592\exp_592_1_*.tiff,bad
grid_001378,exp_593,295.0,111.0,650.0,47.06,0.96,0.1134,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001378_exp_593\exp_593_middle_microed_diff_snapshot.tiff,,./grid_001378_exp_593\exp_593_1_*.tiff,bad
grid_001379,exp_594,295.0,105.0,650.0,15.93,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001379_exp_594\exp_594_middle_microed_diff_snapshot.tiff,,./grid_001379_exp_594\exp_594_1_*.tiff,bad
grid_001380,exp_595,295.0,104.0,650.0,19.39,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001380_exp_595\exp_595_middle_microed_diff_snapshot.tiff,,./grid_001380_exp_595\exp_595_1_*.tiff,bad
grid_001381,exp_596,295.0,113.0,650.0,63.53,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001381_exp_596\exp_596_middle_microed_diff_snapshot.tiff,,./grid_001381_exp_596\exp_596_1_*.tiff,complex
grid_001382,exp_597,295.0,110.0,650.0,43.65,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001382_exp_597\exp_597_middle_microed_diff_snapshot.tiff,,./grid_001382_exp_597\exp_597_1_*.tiff,bad
grid_001383,exp_598,295.0,119.0,650.0,79.12,0.88,0.1711,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001383_exp_598\exp_598_middle_microed_diff_snapshot.tiff,,./grid_001383_exp_598\exp_598_1_*.tiff,complex
grid_001384,exp_599,295.0,115.0,650.0,97.93,0.8,0.0943,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001384_exp_599\exp_599_middle_microed_diff_snapshot.tiff,,./grid_001384_exp_599\exp_599_1_*.tiff,good
grid_001385,exp_600,295.0,123.0,650.0,100.0,1.02,0.1007,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001385_exp_600\exp_600_middle_microed_diff_snapshot.tiff,,./grid_001385_exp_600\exp_600_1_*.tiff,complex
grid_001386,exp_601,295.0,119.0,650.0,16.04,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001386_exp_601\exp_601_middle_microed_diff_snapshot.tiff,,./grid_001386_exp_601\exp_601_1_*.tiff,bad
grid_001387,exp_602,295.0,111.0,650.0,100.0,1.44,0.173,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001387_exp_602\exp_602_middle_microed_diff_snapshot.tiff,,./grid_001387_exp_602\exp_602_1_*.tiff,complex
grid_001388,exp_603,295.0,121.0,650.0,9.73,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001388_exp_603\exp_603_middle_microed_diff_snapshot.tiff,,./grid_001388_exp_603\exp_603_1_*.tiff,bad
grid_001389,exp_604,295.0,121.0,650.0,94.02,0.81,0.1158,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001389_exp_604\exp_604_middle_microed_diff_snapshot.tiff,,./grid_001389_exp_604\exp_604_1_*.tiff,good
grid_001390,exp_605,295.0,114.0,650.0,21.71,,,CrysAlisPro(CCD) 43.109a 64-bit (release 21-02-2024),CrysAlisPro(RED) 43.109a 64-bit (release 21-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001390_exp_605\exp_605_middle_microed_diff_snapshot.tiff,,./grid_001390_exp_605\exp_605_1_*.tiff,bad
grid_001393,exp_686,295.0,120.0,644.0,99.1,0.83,0.223,CrysAlisPro(CCD) 43.111a 64-bit (release 27-02-2024),CrysAlisPro(RED) 43.111a 64-bit (release 27-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001393_exp_686\exp_686_middle_microed_diff_snapshot.tiff,./grid_001393_exp_686\exp_686_microed_grain_snapshot.tiff,./grid_001393_exp_686\exp_686_1_*.tiff,good
grid_001394,exp_687,295.0,130.0,644.0,0.0,,,CrysAlisPro(CCD) 43.111a 64-bit (release 27-02-2024),CrysAlisPro(RED) 43.111a 64-bit (release 27-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001394_exp_687\exp_687_middle_microed_diff_snapshot.tiff,./grid_001394_exp_687\exp_687_microed_grain_snapshot.tiff,./grid_001394_exp_687\exp_687_1_*.tiff,bad
grid_001395,exp_688,295.0,117.0,644.0,30.98,,,CrysAlisPro(CCD) 43.111a 64-bit (release 27-02-2024),CrysAlisPro(RED) 43.111a 64-bit (release 27-02-2024),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_001395_exp_688\exp_688_middle_microed_diff_snapshot.tiff,./grid_001395_exp_688\exp_688_microed_grain_snapshot.tiff,./grid_001395_exp_688\exp_688_1_*.tiff,bad
